1,26,100.0,3.846153846,54.04,0.0,1,0,0,0,90,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,67.76,0.0,0,0,0,0,30,False,False,False,False,True,False,False,False,False,True,False
1,37,10.81081081,8.108108108,50.81,0.0,1,0,0,0,46,False,False,False,False,False,False,True,False,False,False,True
0,2,100.0,0.0,40.02,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,8,0.0,0.0,35.0,0.0,1,0,0,0,-205,False,False,False,False,True,False,False,True,False,False,False
0,0,0.0,0.0,62.94,0.0,0,0,0,0,-440,False,False,False,False,False,False,True,False,False,False,True
1,45,31.11111111,4.444444444,50.57,0.0,1,0,0,0,45,False,False,False,False,False,False,True,False,False,False,True
1,28,25.0,14.28571429,54.57,0.0,1,0,0,0,-30,False,False,False,False,False,True,False,False,False,True,False
1,44,11.36363636,2.272727273,28.2,0.003683241,0,0,0,513,-85,True,False,False,False,False,False,False,False,True,False,False
1,20,85.0,10.0,48.15,0.115384615,1,0,0,201,0,False,False,False,False,False,False,True,True,False,False,False
1,25,24.0,4.0,51.74,0.0,1,0,0,0,266,False,False,False,False,False,True,False,False,False,False,True
1,40,42.5,0.0,150.21,0.0,1,0,0,0,-7,True,False,False,False,False,False,False,False,True,False,False
1,37,16.21621622,0.0,40.74,0.130434783,1,1,1,599,207,True,False,False,False,False,False,False,False,False,False,True
1,37,21.62162162,8.108108108,45.0,0.0,1,0,0,0,221,False,False,True,False,False,False,False,False,False,False,True
1,34,2.941176471,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,34,8.823529412,0.0,40.02,0.0,1,0,0,0,234,False,False,False,False,False,False,True,False,True,False,False
1,44,13.63636364,0.0,51.31,0.0,0,0,0,0,-322,False,False,False,False,False,True,False,False,False,False,True
1,45,4.444444444,2.222222222,55.71,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,42,54.76190476,0.0,50.25,0.0,0,0,0,0,59,True,False,False,False,False,False,False,False,True,False,False
1,47,4.255319149,0.0,138.49,0.007021063,0,0,0,881,-43,False,False,False,False,True,False,False,False,False,True,False
1,32,34.375,12.5,40.02,0.0,1,1,0,0,-37,False,True,False,False,False,False,False,False,True,False,False
1,45,2.222222222,0.0,27.58,0.0,1,0,0,0,258,False,False,False,False,False,True,False,False,True,False,False
1,35,74.28571429,5.714285714,86.1,0.09375,1,0,0,32,118,False,True,False,False,False,False,False,False,True,False,False
1,43,9.302325581,2.325581395,65.51,0.025641026,1,0,0,206,88,False,True,False,False,False,False,False,False,False,False,True
1,19,68.42105263,15.78947368,53.42,0.0,1,1,0,0,323,False,False,False,False,True,False,False,False,True,False,False
1,18,0.0,0.0,82.41,0.059907834,0,0,0,419,-520,True,False,False,False,False,False,False,False,False,True,False
1,33,90.90909091,9.090909091,106.12,0.0,1,0,0,0,-35,False,False,True,False,False,False,False,False,False,False,True
1,34,20.58823529,5.882352941,39.1,0.0,1,0,0,0,155,False,False,False,False,False,False,True,False,False,False,True
1,26,7.692307692,0.0,36.95,0.0,1,0,0,0,207,True,False,False,False,False,False,False,False,False,False,True
1,22,4.545454545,0.0,50.0,0.0,0,0,0,0,-105,False,False,False,False,True,False,False,False,False,False,True
1,11,45.45454545,18.18181818,50.37,0.0,1,0,0,0,-113,False,False,False,False,False,True,False,True,False,False,False
1,34,11.76470588,8.823529412,40.02,0.0,1,0,0,0,29,True,False,False,False,False,False,False,False,True,False,False
1,33,0.0,0.0,40.02,0.0,1,0,0,0,119,False,True,False,False,False,False,False,False,False,True,False
1,44,25.0,9.090909091,48.0,0.0,0,0,0,0,29,False,False,False,False,True,False,False,False,True,False,False
0,10,50.0,10.0,45.02,0.0,1,0,0,0,149,True,False,False,False,False,False,False,False,True,False,False
1,36,16.66666667,8.333333333,50.3,0.0,1,0,0,0,-35,False,False,False,False,False,False,True,False,False,False,True
1,45,0.0,0.0,52.12,0.0,0,0,0,0,-213,False,True,False,False,False,False,False,False,False,True,False
1,35,0.0,0.0,40.25,0.0,1,0,0,0,29,False,True,False,False,False,False,False,False,False,True,False
1,7,85.71428571,0.0,29.02,0.0,1,0,0,0,-294,True,False,False,False,False,False,False,False,False,True,False
1,44,2.272727273,2.272727273,40.02,0.0,1,0,0,0,-29,False,False,False,False,False,False,True,False,False,True,False
0,0,0.0,0.0,74.58,0.0,0,0,0,0,91,False,True,False,False,False,False,False,False,True,False,False
0,1,100.0,0.0,40.02,0.0,1,0,0,0,-30,False,False,False,False,False,False,True,False,True,False,False
1,22,40.90909091,22.72727273,41.51,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,36,30.55555556,0.0,51.91,0.0,1,0,0,0,207,False,False,False,False,False,True,False,False,True,False,False
1,45,0.0,0.0,52.01,0.0,0,0,0,0,177,False,False,False,False,False,False,True,False,False,True,False
1,29,3.448275862,0.0,40.0,0.0,1,0,0,0,-29,False,False,False,False,True,False,False,False,False,False,True
1,27,25.92592593,22.22222222,29.02,0.0,1,0,0,0,59,False,False,False,False,True,False,False,False,True,False,False
1,36,47.22222222,0.0,40.99,0.0,0,0,0,0,86,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,35.06,0.034246575,0,0,0,205,0,False,False,False,False,False,True,False,False,False,True,False
0,1,100.0,0.0,45.01,0.0,1,0,0,0,232,False,False,False,False,False,True,False,False,True,False,False
1,16,0.0,0.0,53.26,0.0,0,0,0,0,-151,True,False,False,False,False,False,False,False,True,False,False
0,31,77.41935484,32.25806452,70.29,0.07142857143,0,1,0,-148,-210,False,True,False,False,False,False,False,True,False,False,False
