0,0.0,0.0,25.05,0.0,0,0,0,0,30,False,True,False,False,False,False,False,False,False,True,False
30,10.0,0.0,39.97,0.0,1,1,1,0,119,False,False,False,False,True,False,False,False,True,False,False
27,7.407407407,0.0,29.0,0.0,1,0,0,0,236,True,False,False,False,False,False,False,False,False,False,True
52,13.46153846,1.923076923,28.1,0.012180268,0,0,0,673,0,False,False,False,False,False,True,False,False,True,False,False
6,100.0,16.66666667,40.02,0.0,1,0,0,0,-264,False,False,True,False,False,False,False,False,False,False,True
8,50.0,37.5,40.2,0.0,1,0,0,0,-264,True,False,False,False,False,False,False,False,True,False,False
37,0.0,0.0,40.02,0.0,1,0,0,0,177,False,False,False,False,True,False,False,False,True,False,False
25,4.0,0.0,42.67,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False
36,5.555555556,0.0,45.61,0.0,1,0,0,0,-43,False,False,False,False,False,False,True,False,False,True,False
45,0.0,0.0,60.08,0.0,0,0,0,0,-119,True,False,False,False,False,False,False,False,False,True,False
20,90.0,5.0,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False
31,25.80645161,9.677419355,50.02,0.0,1,0,0,0,-236,False,False,False,False,False,False,True,False,False,False,True
16,0.0,0.0,57.38,0.0,0,0,0,0,30,False,False,False,False,False,False,True,False,False,True,False
35,5.714285714,5.714285714,40.02,0.0,1,0,0,0,-59,False,False,False,False,False,True,False,False,True,False,False
29,6.896551724,6.896551724,143.02,0.0,1,0,0,0,30,False,True,False,False,False,False,False,False,True,False,False
8,62.5,0.0,40.02,0.0,1,0,0,0,-30,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,52.04,0.0,0,0,0,0,206,False,True,False,False,False,False,False,False,False,True,False
7,57.14285714,14.28571429,40.02,0.0,1,1,0,0,177,False,False,False,False,False,True,False,False,True,False,False
36,16.66666667,8.333333333,81.05,0.0,1,0,0,0,219,False,False,False,False,False,False,True,False,False,True,False
13,38.46153846,15.38461538,59.94,0.0,1,0,0,0,-218,True,False,False,False,False,False,False,False,False,False,True
16,0.0,0.0,31.67,0.0,0,0,0,0,-268,False,False,False,False,False,True,False,False,False,True,False
44,4.545454545,2.272727273,30.34,0.0,1,0,0,0,199,False,False,False,False,False,True,False,False,False,True,False
19,78.94736842,5.263157895,31.19,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
47,53.19148936,8.510638298,47.59,0.051162791,1,0,0,390,-1,False,False,False,False,False,False,True,False,True,False,False
31,6.451612903,0.0,43.55,0.0,1,0,0,0,201,False,False,False,False,False,True,False,False,True,False,False
22,54.54545455,4.545454545,48.86,0.0,1,0,0,0,220,False,False,False,False,True,False,False,False,False,False,True
38,10.52631579,5.263157895,30.02,0.0,1,0,0,0,171,False,False,False,False,False,True,False,False,False,False,True
32,62.5,31.25,49.23,0.0,1,0,0,0,-34,True,False,False,False,False,False,False,False,False,True,False
38,15.78947368,7.894736842,40.25,0.0,1,1,0,0,-255,False,True,False,False,False,False,False,False,False,True,False
44,4.545454545,2.272727273,63.29,0.026200873,0,0,0,397,202,False,False,False,True,False,False,False,True,False,False,False
38,39.47368421,5.263157895,157.78,0.0,1,0,0,0,-89,False,True,False,False,False,False,False,False,False,True,False
32,3.125,0.0,40.02,0.0,1,0,0,0,139,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,82.02,0.026770294,0,0,0,1129,-198,True,False,False,False,False,False,False,False,False,True,False
42,19.04761905,0.0,30.56,0.0,1,0,0,0,260,False,False,False,False,True,False,False,False,False,False,True
24,37.5,4.166666667,36.97,0.0,1,0,1,0,177,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0.0,50.81,0.0,0,0,0,0,207,False,False,False,False,False,False,True,False,False,True,False
32,18.75,3.125,130.57,0.0,0,0,0,0,177,False,False,False,True,False,False,False,False,False,False,True
32,0.0,0.0,40.02,0.0,1,0,0,0,-61,False,False,False,False,True,False,False,False,False,True,False
41,4.87804878,2.43902439,40.02,0.0,1,1,0,0,29,True,False,False,False,False,False,False,False,False,True,False
35,0.0,0.0,40.02,0.0,1,1,0,0,177,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,36.68,0.0,0,0,0,0,-148,False,False,False,False,False,True,False,False,True,False,False
18,5.555555556,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
34,0.0,0.0,40.2,0.0,1,1,0,0,178,False,False,False,False,False,True,False,False,False,True,False
16,0.0,0.0,128.98,0.142857143,0,0,0,-272,-5,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,0.41,0.0,0,0,0,0,-13,True,False,False,False,False,False,False,False,False,True,False
43,4.651162791,0.0,66.32,0.0,1,0,0,0,140,False,True,False,False,False,False,False,False,True,False,False
40,72.5,12.5,42.27,0.034151547,1,0,0,494,-508,False,False,False,False,True,False,False,False,True,False,False
25,60.0,0.0,29.0,0.0,1,0,0,0,177,False,False,False,False,False,True,False,False,False,False,True
25,40.0,16.0,31.0,0.0,1,0,0,0,236,False,False,False,False,True,False,False,False,False,False,True
23,65.2173913,4.347826087,51.24,0.0,1,0,0,0,190,False,True,False,False,False,False,False,False,False,False,True
46,6.52173913,2.173913043,67.06,0.009114583,0,0,0,1007,-110,False,False,False,False,True,False,False,False,True,False,False
48,12.5,6.25,136.37,0.051655629,0,0,0,871,0,False,False,False,False,False,False,True,False,False,True,False
20,50.0,5.0,31.02,0.0,1,0,0,0,29,False,True,False,False,False,False,False,False,False,False,True
45,11.11111111,2.222222222,21.78,0.0,0,0,0,0,235,False,False,False,False,False,False,True,False,False,True,False
31,67.74193548,45.16129032,15.21,0.046875,0,0,0,94,-236,False,False,False,False,False,False,True,False,True,False,False
22,36.36363636,9.090909091,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,20.35,0.0,0,0,0,0,-59,False,False,False,False,False,True,False,False,False,True,False
0,0.0,0.0,50.73,0.0,0,0,0,0,116,False,True,False,False,False,False,False,False,True,False,False
35,5.714285714,0.0,59.61,0.0,1,0,0,0,-22,False,False,False,False,True,False,False,True,False,False,False
35,40.0,20.0,99.39,0.0,0,1,0,0,4,False,False,False,False,True,False,False,False,True,False,False
34,8.823529412,0.0,40.02,0.0,1,0,0,0,285,True,False,False,False,False,False,False,False,False,True,False
35,8.571428571,2.857142857,40.0,0.0,1,0,0,0,29,False,False,False,False,False,True,False,False,False,False,True
3,66.66666667,0.0,40.02,0.0,1,0,0,0,-101,True,False,False,False,False,False,False,False,True,False,False
30,3.333333333,0.0,40.02,0.0,1,0,0,0,-29,True,False,False,False,False,False,False,False,True,False,False
35,8.571428571,2.857142857,57.17,0.0,0,0,0,0,231,False,False,False,True,False,False,False,False,False,False,True
6,83.33333333,50.0,40.02,0.0,1,1,0,0,-146,False,True,False,False,False,False,False,False,True,False,False
22,50.0,0.0,39.95,0.0,1,1,1,0,177,False,False,False,False,True,False,False,True,False,False,False
32,6.25,3.125,40.0,0.0,1,0,0,0,294,False,False,False,False,False,True,False,False,False,False,True
33,15.15151515,3.03030303,40.02,0.0,1,1,0,0,264,True,False,False,False,False,False,False,False,True,False,False
31,83.87096774,6.451612903,35.02,0.0,0,0,0,0,-691,False,True,False,False,False,False,False,False,False,True,False
8,100.0,12.5,31.02,0.0,1,0,0,0,-323,False,True,False,False,False,False,False,False,False,True,False
5,40.0,0.0,59.15,0.0,1,0,0,0,106,False,False,False,False,False,True,False,False,True,False,False
45,24.44444444,6.666666667,91.64,0.0,0,0,0,0,-179,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,147.08,0.02803738318,1,0,0,330,-30,False,False,False,False,True,False,False,False,False,True,False
36,19.44444444,11.11111111,32.07,0.0,1,0,0,0,-15,True,False,False,False,False,False,False,False,False,False,True
31,19.35483871,0.0,79.5,0.0,1,0,0,0,205,True,False,False,False,False,False,False,False,True,False,False
12,33.33333333,16.66666667,40.02,0.0,1,0,0,0,266,False,False,False,False,False,False,True,False,True,False,False
16,0.0,0.0,74.84,0.0,0,0,0,0,-52,False,False,False,False,False,True,False,False,True,False,False
34,0.0,0.0,40.02,0.0,1,0,0,0,-30,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0.0,57.18,0.0,1,0,0,0,89,False,False,False,False,True,False,False,False,False,True,False
16,6.25,0.0,40.02,0.0,1,0,0,0,215,True,False,False,False,False,False,False,False,True,False,False
44,9.090909091,0.0,51.54,0.0,1,0,0,0,147,False,False,True,False,False,False,False,False,False,False,True
39,2.564102564,0.0,53.33,0.0,0,0,0,0,35,False,True,False,False,False,False,False,False,True,False,False
31,83.87096774,3.225806452,75.32,0.052631579,1,0,0,213,175,False,False,False,False,False,True,False,False,False,True,False
25,68.0,4.0,50.21,0.0,1,0,0,0,227,False,False,True,False,False,False,False,False,False,False,True
41,2.43902439,0.0,51.84,0.0,1,0,0,0,63,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,88.11,0.0,0,0,0,0,-118,False,True,False,False,False,False,False,False,False,True,False
42,14.28571429,0.0,100.4,0.0,1,0,0,0,-30,False,True,False,False,False,False,False,False,True,False,False
21,66.66666667,4.761904762,90.37,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
45,0.0,0.0,49.55,0.0,1,0,0,0,-144,True,False,False,False,False,False,False,False,True,False,False
25,80.0,12.0,46.51,0.0,1,0,0,0,201,False,False,False,False,False,True,False,False,True,False,False
45,0.0,0.0,64.14,0.0,0,0,0,0,27,False,True,False,False,False,False,False,False,True,False,False
45,0.0,0.0,52.12,0.0,0,0,0,0,-213,False,True,False,False,False,False,False,False,False,True,False
31,45.16129032,0.0,40.02,0.0,1,0,0,0,-59,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,52.82,0.0,0,0,0,0,221,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0.0,69.28,0.066666667,0,0,0,1,141,False,False,False,False,False,False,True,False,False,True,False
57,24.56140351,10.52631579,65.56,0.04395604396,0,1,0,298,-174,False,False,True,False,False,False,False,True,False,False,False
21,4.761904762,4.761904762,40.02,0.0,1,0,0,0,28,False,False,False,False,False,False,True,False,False,True,False
1,100.0,0.0,18.55,0.0,0,0,0,0,-177,False,False,False,False,False,False,True,False,False,True,False
29,27.5862069,17.24137931,40.02,0.0,1,0,1,0,-334,False,False,False,False,False,False,True,False,False,False,True
11,100.0,54.54545455,55.98,0.033333333,1,0,0,296,-72,False,False,False,False,True,False,False,False,False,True,False
29,58.62068966,13.79310345,49.29,0.0,1,0,0,0,81,False,False,True,False,False,False,False,True,False,False,False
30,0.0,0.0,39.97,0.0,1,0,0,0,294,False,False,False,False,False,False,True,False,True,False,False
35,2.857142857,2.857142857,45.81,0.0,1,0,0,0,-65,False,False,False,False,False,True,False,False,False,True,False
27,55.55555556,3.703703704,30.46,0.0,1,0,0,0,119,False,False,False,False,True,False,False,False,False,False,True
44,4.545454545,4.545454545,53.47,0.0,0,0,0,0,294,False,False,False,False,False,False,True,False,True,False,False
46,8.695652174,4.347826087,82.98,0.0,1,0,0,0,98,False,False,False,False,True,False,False,True,False,False,False
3,66.66666667,33.33333333,100.45,0.0,1,0,0,0,85,False,False,False,False,False,True,False,False,False,True,False
41,12.19512195,7.317073171,97.29,0.0,1,0,0,0,-93,False,True,False,False,False,False,False,False,False,False,True
26,19.23076923,7.692307692,40.27,0.0,1,0,0,0,207,False,False,False,False,True,False,False,False,True,False,False
21,4.761904762,0.0,70.29,0.0,1,0,0,0,236,False,False,False,False,True,False,False,False,False,True,False
13,84.61538462,7.692307692,46.44,0.0,0,0,0,0,264,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,63.94,0.0,0,0,0,0,-115,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,36.2,0.021621622,0,0,0,37,-233,False,True,False,False,False,False,False,False,False,True,False
0,0.0,0.0,59.29,0.01986755,0,0,0,548,52,False,False,False,False,False,False,True,False,False,True,False
1,100.0,100.0,52.27,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,True,False,False,False
0,0.0,0.0,31.0,0.0,0,0,0,0,-189,False,False,False,False,False,True,False,False,False,False,True
43,4.651162791,2.325581395,66.58,0.0,0,0,0,0,88,False,False,False,False,False,True,False,False,False,True,False
47,2.127659574,0.0,49.07,0.018181818,0,0,0,575,207,False,True,False,False,False,False,False,False,True,False,False
1,100.0,0.0,40.02,0.0,1,0,0,0,-29,False,False,False,False,False,True,False,False,True,False,False
30,0.0,0.0,52.06,0.0,1,0,0,0,88,False,False,False,False,True,False,False,False,False,False,True
26,0.0,0.0,29.0,0.0,1,0,0,0,207,True,False,False,False,False,False,False,False,False,False,True
13,84.61538462,7.692307692,40.02,0.0,1,0,0,0,-88,False,False,False,False,False,True,False,False,True,False,False
36,2.777777778,2.777777778,40.02,0.0,1,0,0,0,264,True,False,False,False,False,False,False,False,True,False,False
16,0.0,0.0,92.11,0.0,1,0,0,0,237,True,False,False,False,False,False,False,False,True,False,False
29,48.27586207,13.79310345,80.16,0.0,1,0,0,0,177,False,True,False,False,False,False,False,False,False,False,True
36,0.0,0.0,51.17,0.0,0,0,0,0,-29,False,False,False,True,False,False,False,False,False,False,True
4,0.0,0.0,39.97,0.0,1,0,0,0,119,False,True,False,False,False,False,False,False,True,False,False
43,11.62790698,0.0,42.8,0.022222222,0,0,0,34,-175,False,False,False,False,False,True,False,False,True,False,False
35,22.85714286,5.714285714,190.95,0.085714286,1,0,0,474,323,False,False,False,False,False,True,False,False,True,False,False
34,0.0,0.0,46.75,0.0,1,0,0,0,177,False,True,False,False,False,False,False,False,False,False,True
45,0.0,0.0,71.52,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
25,88.0,24.0,76.62,0.107142857,0,0,0,263,-7,True,False,False,False,False,False,False,True,False,False,False
31,9.677419355,0.0,88.38,0.0,1,0,0,0,28,False,False,False,False,False,True,False,True,False,False,False
45,0.0,0.0,4.79,0.0,0,0,0,0,58,True,False,False,False,False,False,False,False,False,True,False
15,100.0,0.0,40.02,0.0,1,1,0,0,233,True,False,False,False,False,False,False,False,False,True,False
9,100.0,44.44444444,51.22,0.0,1,1,0,0,-235,True,False,False,False,False,False,False,False,False,True,False
2,0.0,0.0,40.02,0.0,1,0,0,0,235,False,True,False,False,False,False,False,False,True,False,False
